Song ID,Artist,Title,Album,Year,Date,Raw Lyrics
782,Ariana Grande,Sweetener World Tour Special Guests,Ariana Grande,2019,2019-03-20,"2 Chainz - ""Rule The World""
March 25, 2019, Washington, D.C.
Victoria Monet - ""Got Her Own""
April 1, 2019, Montreal, Quebec, Canada
Victoria Monet - ""MONOPOLY""
April 14, 2019, Indio, California (Coachella)
Nicki Minaj - ""Bang Bang"" and ""Side to Side""
Diddy and Ma$e - ""Mo Money Mo Problems""
April 21, 2019, Indio, California (Coachella)
Justin Bieber - ""Sorry""
May 7, 2019, Los Angeles, California
Victoria Monet - ""MONOPOLY""
May 10, 2019, Inglewood, California
Victoria Monet - ""MONOPOLY""
May 11, 2019, Las Vegas, Nevada
Victoria Monet - ""MONOPOLY""
August 4, 2019, Chicago, Illinois (Lollapalooza)
Social House - ""Boyfriend""
November 19, 2019, Atlanta, Georgia
Matt Bennett - ""I Think You're Swell""
Liz Gillies - ""Give It Up""1Embed"
783,Ariana Grande,Black Magic*,AG7*,,,Black Magic* LyricsLyrics for this song have yet to be released. Please check back once the song has been releasedEmbed
784,Ariana Grande,Everyday [DWT Version],,2017,2017-02-03,"Anytime I'm alone, I can't help thinking about you
All I want, all I need, all I see is just me and you

He giving me that good shit
That make me not quit, that good shit
He giving me that good shit
That make me not quit, that good shit

Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every
Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every

Anytime, anywhere, baby boy, I can misbehave
Breathe me in, breathe me out, feel me, I'm
Running through your veins

He giving me that good shit
That make me not quit, that good shit
He giving me that good shit
That make me not quit, that good shit
Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every
Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every

He make me go....
La, la, la, la, la, la, la, la
La, la, la, la, la, la
Everyday, every
La, la, la, la, la, la, la, la
La, la, la, la, la, la
Everyday, every

I put that work on you everyday
When the night fall 'til the sun come up
You done fell in love with a bad guy
I don't compromise my passion
You know what you do for me, I'm doing the same for you
I don't be trippin' or makin' mistakes
I made too many in my past (that's right)
I fight for the things you believe in
I got your body and put it in drive, baby
Like I got keys in
We 'bout to take us a vacation
I'm 'bout to put all this vintage lovin' on you
Baby, like it was the late 80s
When you ride on me, baby, rotate it
He giving me that good shit
That make me not quit, that good shit

Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every
Oh, he give it to me
Everyday, everyday, everyday, every
He give it to me
Everyday, everyday, everyday, every

He make me go....
La, la, la, la, la, la, la, la
La, la, la, la, la, la
Everyday, every
La, la, la, la, la, la, la, la
La, la, la, la, la, la
Everyday, every

Give it to me, to me
(She got me on it...)
Oh, he give it to me every day
(She got me on it...)Embed"
785,Ariana Grande,Piano (Early Version),,,,"I could sing about how love is a fucking battle
Not hard, (it's not hard)
It's not hard, (it's not hard)
It's not hard, (it's not hard)
It's not hard, (It's not hard)
And I could sing about cupid and his shooting arrow
In the end, you'll find out that my heart was mastered
By love (by love)
It's so hard (So hard)
Real hard (Real hard)
It's that hard (It's that hard)
But I'd rather kiss another man who plays the trombone
That makes you wanna dance
Don't it make you wanna dance
But I'd rather make a song they can play on the radio
That makes you wanna grab your lover's hand
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
I could write a song by my new piano
I could sing about how love is a fucking battle
Not hard (It's not hard)
It's not hard (It's not hard)
It's not hard (It's not hard)
It's not hard (It's not hard)
And I could sing about cupid and his shooting arrow
In the end, you'll find out that my heart was battered
Real hard (It's not hard)
So hard (So hard)
Real hard (It's not hard)
It's not hard (It's not hard)
But I'd rather kiss another man who plays the trombone
That makes you wanna dance
Don't it make you wanna dance
But I'd rather make a song they can play on the radio
That makes you wanna grab your lover's hand
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
I'd rather tell you about how I'm feeling boy
And how I'm doing shit my way
If I got my piano, then I know I'd be okay, baby
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
So hold up and
Take it through the night
And you should follow through
To make it alright
Now grab each others' hands, get 'em up
I wanna see you rock to the piano, the piano
I could write a song by my new piano
I could sing about how love is a losing battle
It's not hard (It's not hard)
It's not hard (It's not hard)
It's not hard (It's not hard)
It's not hardEmbed"
786,Ariana Grande,She Got Her Own (Demo Edit),,2017,2017-07-15,"Probably makin' more than you
He make that money but I bet
She got her own
You know, you know...
She got her own
Ladies in the buildin'
Probably makin' more than you
He make that money but I bet
She got her own
You know, you know...
You know, you know...
She got her own
Ladies in the buildin'
Ladies in the
She got her own
She got her own
Ladies in the buildin'
Ladies in the buildin'
She got her own
She got her own
Ladies in the buildin'
Probably makin' more than you
He make that money but I bet
She got her own
You know, you know...
She got her own
She got her own
Ladies in the buildin'
She got her own
She got her own (ladies in the buildin')
She got her own
She got her own (ladies in the buildin')
She got her own (ladies in the buildin')
She got her ownEmbed"
787,Ariana Grande,Good as Hell,OT Gala 1 (Operación Triunfo 2020),2020,2020-01-19,"I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)

Woo, child, tired of the bullshit
Go on, dust your shoulders off, keep it moving
Yes, Lord, tryna get some new shit
In there, swimwear, going-to-the-pool shit
Come now, come dry your eyes
You know you a star, you can touch the sky
I know that it's hard but you have to try
If you need advice, let me simplify

If he don't love you anymore
Just walk your fine ass out the door

I do my hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails
Baby, how you feelin'? (Feelin' good as hell)
(Feeling good as hell)
Baby, how you feelin'? (Feelin' good as hell)
Woo, girl, need to kick off your shoes
Gotta take a deep breath, time to focus on you
All the big fights, long nights that you been through
I got a bottle of tequila I been saving for you (Thank god)
'Cause he better know my worth
There's so much that I deserve
But I ain't worried now, I'ma let my hair down
He been tryin' it, but not today

So girl, if he don't love you anymore
Then walk your fine ass out the door

And do your hair toss, check my nails (Ah)
Baby, how you feelin'? (Feelin' good as hell)
Hair toss, check my nails (Mmm)
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails (Woo)
Baby, how you feelin'? (Feelin' good as hell) (And we gon' be alright, oh)
Hair toss, check my nails (Mmm)
Baby, how you feelin'? (Feelin' good as hell) (Mmm)

Ooh, yeah (Mmm), alright (Yee)
Listen, so girl, if he don't love you anymore, more
Then walk your fine ass out the door (Door)
And do your hair toss, check my nails (Woo)
Baby, how you feelin'? (Feelin' good as hell) (Woo-hoo)
Hair toss, check my nails (Hey yeah)
Baby, how you feelin'? (Feelin' good as hell) (Show it off tonight)
Hair toss, check my nails (Mmm)
Baby, how you feelin'? (Feelin' good as hell) (And we gon' make it right)
Hair toss, check my nails (Oh, hey)
Baby, how you feelin'? (Feelin' good as hell) (Yeah)
(Feelin' good as hell)
Baby, how you feelin'? (Feelin' good as hell)
(Haha, I danced, that's what I did)Embed"
788,Ariana Grande,Open Letter Critiquing Sexism,,,,"HAVING SOMETHING TO SAY...... is not the same as HAVING A BAD ATTITUDE....
what I meant when I said what I said about not being Sean's ex is that I am tired of living in a world where women are mostly referred to as a man's past, present or future PROPERTY / POSSESSION. I... do not. belong. to anyone. but myself. and neither do you.
I have clearly not been having the boy questions in my interviews lately because I have come to the realization that I have SO. MUCH. MORE. to talk about. I'm currently making the best music I've ever made in my life, having the best time of my life on tour with some of the greatest people I've ever known, working my ass off every single day, performing / creating for my babes and getting the chance to meet and hug my babes all over the world every day.
I come from a long bloodline of female activists. my aunt Judy was the first Italian american female president of the national press club in Washington DC. I think she would have been proud of me for speaking up about something that has been bothering me personally for so long.
Gloria Steinem published an article in 1969 titled ""After Black Power, Women's Liberation"".... and 46 years later... we're still not quite there yet!
If a women has a lot of sex (or any sex for that matter).... she's a ""slut"".
If a man has sex..... HE'S. A. STUD. a BOSSSSSS. a KING.
If a woman even TALKS about sex openly.... she is shamed!
But if a man talks or RAPS freely about all the women (or more commonly used ""bitches""/""hoes""... how lovely) he's had... he is regaled.
If a woman is seen with a friend with a penis, there is an immediate assumption of romance or sex and she is labeled!!
If a man is seen with a woman... his status is elevated / celebrated. ""AWW SHIIIT HE SMASHED!!!1!!1!"".
I know y'all already know this but the double standard and misogyny are still ever present.
I can't wait to live in a world where people are not valued by who they're dating / married to / attached to, having sex with (or not) / seen with.... but by their value as an individual.
I want the people reading this to know that they are MORE THAN enough on their own.
I want the media to please help me with this!!!!!!!!! Please support each other.
I'm saying this after literally 8 years of feeling like I constantly had to have a boy by my side. After being on my own now for a few months I am realizing that that's just not the case.... I have never felt more present, grounded, and satisfied. I've never laughed harder or had more fun or enjoyed my life more.
One more thought.... my honeymoon diaries are my way of sharing absolutely as much as I can with my fans. that is something I have done since day one and never plan on changing. it is a safe environment for me to be myself and share funny, special, personal things with my fans and to laugh about silly things I've done / things I'm going through. I don't plan on monitoring or changing that because there are more eyes on me now than there were before. I love y'all with all my heart.... you've accepted and celebrated me not only as an artist but as a person since day one and and nothing will change that or change me.
""any woman who chooses to behave like a full human being should be warned that the armies of the status quo will treat her as something of a dirty joke.. She will need her sisterhood."" - Gloria Steinem1Embed"
789,Ariana Grande,No Chaser (Piano Version)*,,,,No Chaser (Piano Version)* LyricsLyrics for this song have yet to be released. Please check back once the song has been releasedEmbed
790,Ariana Grande, positions (Clean),,2020,2020-10-23,"Heaven sent you to me
I'm just hopin' I don't repeat history

Boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe
'Cause I'll be

Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you

Perfect, perfect
You're too good to be true (You're too good to be true)
But I get tired of runnin'--
Now, I'm runnin' with you (With you)

Said, boy, I'm tryna meet your mama on a Sunday
Then make a lotta love on a Monday (Ah, ah)
Never need no (No), no one else, babe
'Cause I'll be
Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (Nothin')
That I won't do, switchin' for you

This some-- that I usually don't do (Yeah)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too (And I'm down too)
Yeah, I'm down too
Switchin' the positions for you
This some-- that I (Yeah) usually don't do (Don't do)
But for you, I kinda, kinda want to (Mmm)
'Cause you're down for me and I'm down too ('Cause you're down for me)

Switchin' them positions for you
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops (Jumpin', jumpin')
Know my love infinite, nothin' I wouldn't do
That I won't do, switchin' for you (Ooh woah)
Cookin' in the kitchen and I'm in the bedroom
I'm in the Olympics, way I'm jumpin' through hoops
Know my love infinite, nothin' I wouldn't do (I wouldn't do)
That I won't do, switchin' for you
Yeah
Ah, yeah
Ah (Ah), yeahEmbed"
791,Ariana Grande,Bad Time,,2022,2022-04-15,"You're looking at the inexorable average
You must think that I'm grave
When you're accessory
Reckless cooling
I'm the splendid one
I feel just like a bash - bash
You don't wanna be hard like me
Deteriorating at night..Embed"
792,Ariana Grande,Love,,2013,2013-09-06,"I love you more than anything
But words cannot touch what is in my heart
When I try to explain
I'm getting a little crazy
I cannot express
I retire
I can't explain how I feel
And I say love love
Oh love my love
Oh love
Love
Oh I'm trying to say that you are my everything
But every time I try to say they just copulate
And I say love love
Love I've never felt that way before
What I feel about you is unique
Keep, I belong to you
If possible
To tell you i love you so much
Words are not enough
Oh love my love
Oh love love
Oh I'm trying to tell you that you are my everything
But every time I try to tell you
They just get complicated
And I say love
Oh love
Love
Love
Oh ooh
Every time I try to tell you that you are my everything
They just get complicated
Every time I try to tell you that you are my everything
They just get complicated
Oh love my love
Oh love
Love
Love love
Love love
LaughEmbed"
793,Ariana Grande,You (Scrapped),,,,"Remember when you disappeared? (Yuh)
I couldn't find you anywhere (Yuh)
You went away for such a long time
Such a, such a long time (Yuh; oh, why? Why? Why?)
You used to love me anyway (Yuh)
You used to call me all the, all the time (Yuh)
Pretended like you wasn't my type
Wasn't, wasn't my type, no (Oh, why? Why? Why?)

But you know what to say, and you hid it away
Like nobody ever before, yeah
Tried to push it away, but you got me to stay
Boy, I've been trippin', and you been knew
And it's all because you

Live like there ain't, ain't nothin' better
Taste like, like the rest of forever
You mine 'til the end of time
It-It has always been you (Yuh)
I like how you don't seem to get it
Even though you always could get it
You mine 'til the end of time
It-It has always been you (Yuh)
Remember that first December?
All those times I'd sneak over? (Yuh)
It's funny after all of this time
Never thought you'd be mine, no (Oh, why? Why? Why?)

But you know what to say, and you hid it away
Like nobody ever before, yeah
Tried to push it away, but I'll stay
Boy, I've been trippin', and you been knew
And it's all because you

Live like there ain't, ain't nothin' better
Taste like, like the rest of forever
You mine 'til the end of time
It-It has always been you (Yuh)
I like how you don't seem to get it (No, you don't seem--)
Even though you always could get it (Even though you always--)
You mine 'til the end of time (Yeah, yeah)
It-It has always been you (It's always been you, baby; yuh, yuh)

Da-da-da-da-dun-dun (Mmm, ayy, yuh)
Da-da-da-da-dun-da-dun
Da-da-da-da-dun-da-dun-dun-dun (Fuck)
Yuh, yuhEmbed"
794,Ariana Grande,Starshot,,,,"But you left the ground, I'll have you look up?
To show you who you are now
You are the sun-Embed"
795,Ariana Grande,Parachute,,,,"
Yeah, ooh, yeah

You take me, you take me somewhere that I've never been
I'm ready, I'm ready to place my heart right in your hand
I'm not afraid to give you everything I am
Take me by the hand and lead the way

I'm weightless, slow-motion when you're close to me
Your kiss puts me at zero gravity
Fearless, I can close my eyes and just drift away

I'm falling, don't need to learn how to fly
You catch me between the ground and the sky
No worries, I'll just hold onto you
'Cause boy you are my parachute

Ooh, yeah

You want me, you want me to know I can rely on you
There's no one, there's no one, that takes me up as high as you
And when they see us floating by
They'll know that love is worth a try
I'm weightless, slow-motion when you're close to me
Your kiss puts me at zero gravity
Fearless, I can close my eyes and just drift away

I'm falling, don't need to learn how to fly
You catch me between the ground and the sky
No worries, I'll just hold onto you
'Cause boy you are my parachute

High in the air, I don't wanna come down
And when I look up it's you all around

I'm weightless, slow-motion when you're close to me
Your kiss puts me at zero gravity
Fearless, I can close my eyes and just drift away

I'm falling, don't need to learn how to fly
You catch me between the ground and the sky
No worries, I'll just hold onto you
'Cause boy you are my parachute
'Cause boy you are my parachute
'Cause boy you are my parachute
High in the air, I don't wanna come downEmbed"
796,Ariana Grande,Sit It Upon It,,,,Sit It Upon It LyricsLyrics for this song have yet to be released. Please check back once the song has been releasedEmbed
797,Ariana Grande,"Your Turtle Got Out and  Was Picked Up By a Bird But Don't Worry, He's Fine, You Just Need to Keep a Better Eye On Him",,,,"Up there in your room
But that poor little turtle man
He almost faced his doom
So your turtle got up
And walked out the door
He crawled to your lawn
But he ain't there no more
'Cause you see a bird
Flying way overhead
Well, it picked up your little turtle now
And made it fitting dead(?)
Oh, but your turtle
That bird just dropped him on a roof
Your neighbor's roof to be exact
I say that poor reptile
Turtles are reptiles, that's a fact
So go tell your dad
Or maybe your mom
To fetch a ladder
Or borrow one from Tom
Assuming you know
A dude named Tom
Although it would be kind of weird if you
Don't know a single Tom!
Just get your turtle
And give him a nice kiss on his shell
Give a little smooch to your green fella
But then go wash your lips 'cause
You could get salmonella
Salmonella's a bacteria
Whoa. (Whoa)Embed"
798,Ariana Grande,Vienna,Ariana Grande: Covers,2011,2011-10-29,"You're  so ambitious for a juvenile
But  then if you're so smart, then tell me
Why are you still so afraid?
Where's the fire, what's the hurry about?
You'd  better cool it off before you burn it out
You've  got so much to do
And only so many hours in a day
But  you know that when the truth is told
That you can get what you want or you get old
You're gonna kick off before you even
Get halfway through
When  will you realize, Vienna waits for you
Slow down, you're doing fine
You can't be everything you want to be
Before your time
Although it's so romantic on the borderline tonight
Tonight
Too bad but it's the life you lead
You're so ahead of yourself that you forgot what you need
Though you can see when you're wrong, you know
You can't always see when you're right. You're right
You've got your passion, you've got your pride
But don't you know that only fools are satisfied?
Dream on, but don't imagine they'll all come true
When will you realize, Vienna waits for you?
Slow down, you crazy child
And take the phone off the hook and disappear for awhile
It's all right, you can afford to lose a day or two
When will you realize, Vienna waits for you?
And you know that when the truth is told
That you can get what you want or you can just get old
You're gonna kick off before you even get half through
Why don't you realize, Vienna waits for you
When will you realize, Vienna waits for you?Embed"
799,Ariana Grande,Baby I (a-Director's Cut Radio Edit),The Remix,2015,2015-05-25,"Baby, I got love for thee so deep inside of me
I don't know where to start
Yeah, yeah
I love you more than anything
But the words can't even touch what's in my heart
No, no

When I try to explain it, I be sounding insane
The words don't ever come out right
I get all tongue-tied and (twisted)
I can't explain what I'm (feeling)
And I say baby, baby (oh-woah, oh-woah), baby

(Baby, I) Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Baby, baby (oh-woah, oh-woah), baby
(Baby, I) Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Baby, baby (oh-woah, oh-woah)
Baby, I

Baby, I'm so down for you
No matter what you do (real talk), I'll be around
Yeah, yeah
Ooh, baby
See, baby, I been feeling you before I even knew what feelings were about
Oh, baby

When I try to explain it, I be sounding all crazy
Words don't ever come out right
I get all tongue-tied and (twisted)
I can't explain what I'm (feeling)
And I say baby, baby (oh-woah, oh-woah), baby

(Baby, I) Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Baby, baby (oh-woah, oh-woah)
Baby, baby
Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Baby, baby (oh-woah, oh-woah)
Straight up
You got me all in
How could I not be?
I sure hope you know (I sure hope you know)
If it's even possible, I love you more than the word ""love"" can say, yeah
It's better not explaining
That's why I keep saying

(Baby, I) Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Baby, baby (oh-woah, oh-woah)
Baby (baby, baby), baby, I
Oh baby, oh baby, my baby
(Baby, I) Oh baby, baby, I
(Baby, I) All I'm tryna say is you're my everything, baby
But every time I try to say it, words, they only complicate it
Every time I try to say it words, they only complicate it
Every time I try to say it words, they only complicate it
Baby, baby (oh-woah, oh-woah)
Baby, babyEmbed"
800,Ariana Grande,Prelude / Be Alright [DWT Version],,2017,2017-02-03,"I'm talkin' trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that your smile

Midnight shadows
When finding love is a battle
But daylight is so close
So don't you worry 'bout a thing

We're gonna be alright
We're gonna be alright
We're gonna be alright

Baby don't you know
All of them tears gon' come and go
Baby you just gotta make up your mind
That every little thing is gonna be alright
Baby don't you know
All of them tears gon' come and go
Baby you just gotta make up your mind
We decide it
We're gonna be alright
We're gonna be alright
We're gonna be alright

In slow motion
Can't seem to get where we're going
But the hard times are golden
Cause they all lead to better days

We're gonna be alright
We're gonna be alright
We're gonna be alright

Baby don't you know
All of them tears gon' come and go
Baby you just gotta make up your mind
That every little thing is gonna be alright
Baby don't you know
All of them tears gon' come and go
Baby you just gotta make up your mind
We decide it
We're gonna be alright
We're gonna be alright, ooh baby
We're gonna be alright
We're gonna be alrightEmbed"
801,Ariana Grande,Go Kart,,,,"This kind of news is always hard to tell someone

And we really hope it doesn't break your heart

But somebody ran

Yeah, somebody ran

A woman or a man

Maybe in a van

Somebody ran over your go-cart

And it got crushed!

It's unfixable!Embed"
802,Ariana Grande,Home For Christmas,,,,Home For Christmas LyricsLyrics for this song have yet to be released. Please check back once the song has been releasedEmbed
803,Ariana Grande,Wait for me,,,,"Wait for me
Oh my
Yuh
You keep playing-Embed"
804,Ariana Grande,Love Me Harder (Gregor Salto Amsterdam Mix),The Remix,2015,2015-05-25,"'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder


'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder
Embed"
805,Ariana Grande,Close Friends (Cheater),AG7*,,,"No fucks gonna blind me
You got your ticket for the railroad  (cheater)
On the one night stand train
See the traces from ladies
Could be fucking my best friend
But you don't know who she is
You prolly don't ask their names
They think you're their one
Your only one
No girls when their
Out with their parents
I thought you were my guy
But...I guess... i've been a living a lie
I come home at 9
Them bitches outta sight
(You done when I get home now)
I don't know what you've been told
But you should know
The player know----(s)
Boy let's go when I say so
It seems you want me to take this bull-(shit)
My mom say you playin me
My friends say oh bitch please
Went into this shit blindly
Now your girls are the only thing i can't see
No boy ever fucked me the way that you could
But you push me down to make yourself look good
Don't need a side dick to hype up my play
But you need more pussys than all of LA
They think you're their one
Your only one
No girls when their
Out with their parents
I thought you were my guy
But...I guess... i've been a living a lie
I come home at 9
Them bitches outta sight
(You done when I get home now)
I don't know what you've been told
But you should know
The player know----(s)
Boy let's go when I say so
It seems you want me to take this bull-(shit)
MmEmbed"
806,Ariana Grande,Everynight,,2019,2019-02-08,"I had a dream I was in love
Don't know what you're thinking of
I swear my heart is broken
But I can't wait to see you again
But I was lost for a moment
(Ohhhh)
(Ohhhhh)
(Ohhhhhh)
Everynight other night I love you
Everynight other night I hate you
Everynight other night you love me
Everynight other night you hate me
(Ohhhh)
(Ohhhhh)
(Ohhhhhh)
Everynight other night I love you
Everynight other night I hate you
Everynight other night you love me
Everynight other night you hate me
(Ohhhhhh)
You had your chance to make me happy
(Ohhhh)
(Ohhhhh)
(Ohhhhhh)
I had a dream I was in love
Don't know what you're thinking of
I swear my heart is broken
But I can't wait to see you again
But I was lost for a moment
(Ohhhh)
(Ohhhhh)
(Ohhhhhh)
Everynight other night I love you
Everynight other night I hate you
Everynight other night you love me
Everynight other night you hate me
(Ohhhh)
(Ohhhhh)
(Ohhhhhh)
You had your chance to make me happy
I had a dream I was in love
Don't know what you're thinking of
I swear my heart is broken
But I can't wait to see you again
But I was lost for a moment1Embed"
807,Ariana Grande,One Last Time [DWT Version],,,,"I gave into the fire
I know I should've fought it
At least I'm being honest
Feel like a failure
'Cause I know that I failed you
I should've done you better
'Cause you don't want a liar (come on)
And I know, and I know, and I know
She gives you everything but boy I couldn't give it to you
And I know, and I know, and I know
That you got everything
But I got nothing here without you
So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home
So one last time
I need to be the one who takes you home
One more time
I promise after that, I'll let you go
Baby I don't care if you got her in your heart
All I really care is you wake up in my arms
One last time
I need to be the one who takes you home, yeah
One last time
I need to be the one who takes you homeEmbed"
808,Ariana Grande,The Mole,,,,"The cow jumped over that mole on your face
Moles just happen; they aren't your fault
But that little beauty is quite a disgrace
Hey, friend, you're still a good person
You wear your heart right on your sleeve, but
You have got to fix that
Or your friends will up and leave
There's no way you don't see it
I know your house ain't dark
And don't you kid yourself it's
It's not a beauty mark
Beauty marks are little and cute
Like Cat
It's really really gross when we're at the table
And I have to look at that ugly brown zit
Every bite of my tuna sandwich
Makes me feel like I'm tasting it
So do yourself and your pals a favor
Have your doc fire up this laser
And aim it at that nasty beaut
Or all your friends will continue to puke
That means throw upEmbed"
809,Ariana Grande,Problem (Dave Aude Twerk Edit),The Remix,2015,2015-05-25,"Hey baby, even though I hate ya, I wanna love ya
(I want you)
And even though I can't forgive ya, I really want to
(I want you)
Tell me, tell me, baby
Why can't you leave me?
'Cause even though I shouldn't want it, I gotta have it
(I want you)

Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
(I got one less, one less problem)
One less problem without ya
I got one less problem without ya
I got one less problem without ya
(I got one less, one less problem)

I know you're never gonna wake up
I gotta give up
(But it's you)
I know I shouldn't ever call back or let you come back
(But it's you)
Every time you touch me and say you love me
I get a little bit breathless
I shouldn't want it
(But it's you)
Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

One less problem without ya
I got one less problem without ya
I got one less problem without ya
(I got one less, one less problem)
One less problem without ya
I got one less problem without ya (Ooh, babe)
I got one less problem without ya (Ooh, woah)
(I got one less, one less problem)

It's Iggy Iggs!
Uh, what you got?
Smart money bettin' I'll be better off without you
In no time I'll be forgettin' all about you
You sayin' that you know
But I really, really doubt you understand my life is easy when I ain't around you
Iggy Iggy, too biggie to be here stressin'
I'm thinkin' I love the thought of you more than I love your presence
And the best thing now is probably for you to exit
I let you go, let you back, I finally learned my lesson
No half-steppin', either you want it or you just playin'
I'm listenin' to you knowin' I can't believe what you're sayin'
There's a million you's baby boo, so don't be dumb
I got 99 problems but you won't be one
Like what
One less, one less problem
One less, one less problem

Head in the clouds
Got no weight on my shoulders
I should be wiser, and realize that I've got

Hey
No, babe
Ooh
I got one less, one less problem
Baby

One less problem without ya
I got one less problem without ya (Woo, hey!)
I got one less problem without ya
(I got one less, one less problem, problem)
One less problem without ya (Hey)
I got one less, one less, yeah
(I got one less, one less problem)Embed"
810,Ariana Grande,Leavin' You Alone,,,,"Cause you don't deserve my heart
And now, I leaving you alone
Care to myself, and stop thinking 'bout youEmbed"
